ImageID,Latitude,Longitude,ResolutionUnit,ExifOffset,Make,Model,Software,DateTime,XResolution,YResolution,ExifVersion,ShutterSpeedValue,ApertureValue,DateTimeOriginal,DateTimeDigitized,ExposureBiasValue,MaxApertureValue,SubjectDistance,MeteringMode,LightSource,Flash,FocalLength,ColorSpace,DigitalZoomRatio,FocalLengthIn35mmFilm,SceneCaptureType,OffsetTime,Contrast,Saturation,Sharpness,FileSource,ExposureTime,FNumber,SceneType,ExposureProgram,CustomRendered,ISOSpeedRatings,ExposureMode,SensitivityType,WhiteBalance,BodySerialNumber,LensSpecification,LensModel,GainControl
Waterville Brown Tail 2022-1963.jpg,44.579580305,-69.655020945,2,232,Hasselblad,L2D-20c,Adobe Photoshop Lightroom Classic 12.0.1 (Macintosh),2022:12:22 09:05:52,300.0,300.0,b'0231',7.321928,2.970854,2022:12:13 09:46:33,2022:12:13 09:46:33,0.7,2.97,0.0,1,1,0,12.29,1,1.0,24,0,-05:00,0,0,0,b'\x03',0.00625,2.8,b'\x01',2,0,100,0,2,0,493OJ7F7AA01XT,"(24.0, 24.0, 2.8, 11.0)",24.0 mm f/2.8,0
Waterville Brown Tail 2022-3812.jpg,44.58266936166667,-69.657225195,2,232,Hasselblad,L2D-20c,Adobe Photoshop Lightroom Classic 12.0.1 (Macintosh),2022:12:22 09:54:41,300.0,300.0,b'0231',8.965784,2.970854,2022:12:13 11:19:33,2022:12:13 11:19:33,0.0,2.97,0.0,1,1,0,12.29,1,1.0,24,0,-05:00,0,0,0,b'\x03',0.002,2.8,b'\x01',2,0,100,0,2,0,493OJ7F7AA01XT,"(24.0, 24.0, 2.8, 11.0)",24.0 mm f/2.8,0
Waterville Brown Tail 2022-3806.jpg,44.58256836166667,-69.65722347166667,2,232,Hasselblad,L2D-20c,Adobe Photoshop Lightroom Classic 12.0.1 (Macintosh),2022:12:22 09:54:33,300.0,300.0,b'0231',8.965784,2.970854,2022:12:13 11:18:55,2022:12:13 11:18:55,-0.7,2.97,0.0,1,1,0,12.29,1,1.0,24,0,-05:00,0,0,0,b'\x03',0.002,2.8,b'\x01',2,0,100,0,2,0,493OJ7F7AA01XT,"(24.0, 24.0, 2.8, 11.0)",24.0 mm f/2.8,0
Waterville Brown Tail 2022-1977.jpg,44.579329555,-69.65492666666667,2,232,Hasselblad,L2D-20c,Adobe Photoshop Lightroom Classic 12.0.1 (Macintosh),2022:12:22 09:06:14,300.0,300.0,b'0231',8.643856,2.970854,2022:12:13 09:46:50,2022:12:13 09:46:50,-0.7,2.97,0.0,1,1,0,12.29,1,1.0,24,0,-05:00,0,0,0,b'\x03',0.0025,2.8,b'\x01',2,0,110,0,2,0,493OJ7F7AA01XT,"(24.0, 24.0, 2.8, 11.0)",24.0 mm f/2.8,0
Waterville Brown Tail 2022-1787.jpg,44.57985877833333,-69.65505761166666,2,232,Hasselblad,L2D-20c,Adobe Photoshop Lightroom Classic 12.0.1 (Macintosh),2022:12:22 09:01:24,300.0,300.0,b'0231',8.643856,2.970854,2022:12:13 09:30:19,2022:12:13 09:30:19,-0.7,2.97,0.0,1,1,0,12.29,1,1.0,24,0,-05:00,0,0,0,b'\x03',0.0025,2.8,b'\x01',2,0,120,0,2,0,493OJ7F7AA01XT,"(24.0, 24.0, 2.8, 11.0)",24.0 mm f/2.8,0
Waterville Brown Tail 2022-4827.jpg,44.563257,-69.647537195,2,232,Hasselblad,L2D-20c,Adobe Photoshop Lightroom Classic 12.0.1 (Macintosh),2022:12:22 10:19:49,300.0,300.0,b'0231',8.643856,2.970854,2022:12:13 12:27:03,2022:12:13 12:27:03,0.0,2.97,0.0,1,1,0,12.29,1,1.0,24,0,-05:00,0,0,0,b'\x03',0.0025,2.8,b'\x01',2,0,110,0,2,0,493OJ7F7AA01XT,"(24.0, 24.0, 2.8, 11.0)",24.0 mm f/2.8,0
Waterville Brown Tail 2022-3190.jpg,44.576439305,-69.65369347166667,2,232,Hasselblad,L2D-20c,Adobe Photoshop Lightroom Classic 12.0.1 (Macintosh),2022:12:22 09:39:18,300.0,300.0,b'0231',9.643856,2.970854,2022:12:13 10:32:00,2022:12:13 10:32:00,-1.3,2.97,0.0,1,1,0,12.29,1,1.0,24,0,-05:00,0,0,0,b'\x03',0.00125,2.8,b'\x01',2,0,110,0,2,0,493OJ7F7AA01XT,"(24.0, 24.0, 2.8, 11.0)",24.0 mm f/2.8,0
Waterville Brown Tail 2022-4199.jpg,44.582833083333334,-69.66035427833333,2,232,Hasselblad,L2D-20c,Adobe Photoshop Lightroom Classic 12.0.1 (Macintosh),2022:12:22 10:04:07,300.0,300.0,b'0231',7.906891,2.970854,2022:12:13 11:38:39,2022:12:13 11:38:39,0.7,2.97,0.0,1,1,0,12.29,1,1.0,24,0,-05:00,0,0,0,b'\x03',0.004166666666666667,2.8,b'\x01',2,0,110,0,2,0,493OJ7F7AA01XT,"(24.0, 24.0, 2.8, 11.0)",24.0 mm f/2.8,0
Waterville Brown Tail 2022-4833.jpg,44.56323116666667,-69.64751375,2,232,Hasselblad,L2D-20c,Adobe Photoshop Lightroom Classic 12.0.1 (Macintosh),2022:12:22 10:19:58,300.0,300.0,b'0231',9.321928,2.970854,2022:12:13 12:27:09,2022:12:13 12:27:09,-0.7,2.97,0.0,1,1,0,12.29,1,1.0,24,0,-05:00,0,0,0,b'\x03',0.0015625,2.8,b'\x01',2,0,100,0,2,0,493OJ7F7AA01XT,"(24.0, 24.0, 2.8, 11.0)",24.0 mm f/2.8,0
Waterville Brown Tail 2022-3184.jpg,44.576370945,-69.65368358333333,2,232,Hasselblad,L2D-20c,Adobe Photoshop Lightroom Classic 12.0.1 (Macintosh),2022:12:22 09:39:10,300.0,300.0,b'0231',7.643856,2.970854,2022:12:13 10:31:55,2022:12:13 10:31:55,0.7,2.97,0.0,1,1,0,12.29,1,1.0,24,0,-05:00,0,0,0,b'\x03',0.005,2.8,b'\x01',2,0,100,0,2,0,493OJ7F7AA01XT,"(24.0, 24.0, 2.8, 11.0)",24.0 mm f/2.8,0
Waterville Brown Tail 2022-1793.jpg,44.579916695,-69.65510697166667,2,232,Hasselblad,L2D-20c,Adobe Photoshop Lightroom Classic 12.0.1 (Macintosh),2022:12:22 09:01:34,300.0,300.0,b'0231',7.321928,2.970854,2022:12:13 09:30:24,2022:12:13 09:30:24,0.7,2.97,0.0,1,1,0,12.29,1,1.0,24,0,-05:00,0,0,0,b'\x03',0.00625,2.8,b'\x01',2,0,130,0,2,0,493OJ7F7AA01XT,"(24.0, 24.0, 2.8, 11.0)",24.0 mm f/2.8,0
Waterville Brown Tail 2022-1778.jpg,44.579775778333335,-69.65498961166666,2,232,Hasselblad,L2D-20c,Adobe Photoshop Lightroom Classic 12.0.1 (Macintosh),2022:12:22 09:01:09,300.0,300.0,b'0231',6.906891,2.970854,2022:12:13 09:30:07,2022:12:13 09:30:07,0.7,2.97,0.0,1,1,0,12.29,1,1.0,24,0,-05:00,0,0,0,b'\x03',0.008333333333333333,2.8,b'\x01',2,0,110,0,2,0,493OJ7F7AA01XT,"(24.0, 24.0, 2.8, 11.0)",24.0 mm f/2.8,0
Waterville Brown Tail 2022-464.jpg,44.578406138333335,-69.65397572166667,2,232,Hasselblad,L2D-20c,Adobe Photoshop Lightroom Classic 12.0.1 (Macintosh),2022:12:22 08:26:26,300.0,300.0,b'0231',8.965784,2.970854,2022:12:13 08:53:22,2022:12:13 08:53:22,-1.3,2.97,0.0,1,1,0,12.29,1,1.0,24,0,-05:00,0,0,0,b'\x03',0.002,2.8,b'\x01',2,0,100,0,2,0,493OJ7F7AA01XT,"(24.0, 24.0, 2.8, 11.0)",24.0 mm f/2.8,0
Waterville Brown Tail 2022-4600.jpg,44.565027611666665,-69.64843052833334,2,232,Hasselblad,L2D-20c,Adobe Photoshop Lightroom Classic 12.0.1 (Macintosh),2022:12:22 10:14:09,300.0,300.0,b'0231',9.643856,2.970854,2022:12:13 12:22:20,2022:12:13 12:22:20,-1.3,2.97,0.0,1,1,0,12.29,1,1.0,24,0,-05:00,0,0,0,b'\x03',0.00125,2.8,b'\x01',2,0,100,0,2,0,493OJ7F7AA01XT,"(24.0, 24.0, 2.8, 11.0)",24.0 mm f/2.8,0
Waterville Brown Tail 2022-2271.jpg,44.575919471666666,-69.65327613833334,2,232,Hasselblad,L2D-20c,Adobe Photoshop Lightroom Classic 12.0.1 (Macintosh),2022:12:22 09:13:41,300.0,300.0,b'0231',7.906891,2.970854,2022:12:13 09:56:19,2022:12:13 09:56:19,0.0,2.97,0.0,1,1,0,12.29,1,1.0,24,0,-05:00,0,0,0,b'\x03',0.004166666666666667,2.8,b'\x01',2,0,130,0,2,0,493OJ7F7AA01XT,"(24.0, 24.0, 2.8, 11.0)",24.0 mm f/2.8,0
Waterville Brown Tail 2022-2517.jpg,44.574260333333335,-69.65245427833334,2,232,Hasselblad,L2D-20c,Adobe Photoshop Lightroom Classic 12.0.1 (Macintosh),2022:12:22 09:19:39,300.0,300.0,b'0231',8.965784,2.970854,2022:12:13 10:02:41,2022:12:13 10:02:41,-0.7,2.97,0.0,1,1,0,12.29,1,1.0,24,0,-05:00,0,0,0,b'\x03',0.002,2.8,b'\x01',2,0,120,0,2,0,493OJ7F7AA01XT,"(24.0, 24.0, 2.8, 11.0)",24.0 mm f/2.8,0
Waterville Brown Tail 2022-3609.jpg,44.58158875,-69.65581938833333,2,232,Hasselblad,L2D-20c,Adobe Photoshop Lightroom Classic 12.0.1 (Macintosh),2022:12:22 09:49:37,300.0,300.0,b'0231',8.321928,2.970854,2022:12:13 11:12:42,2022:12:13 11:12:42,0.7,2.97,0.0,1,2,0,12.29,1,1.0,24,0,-05:00,0,0,0,b'\x03',0.003125,2.8,b'\x01',2,0,100,0,2,0,493OJ7F7AA01XT,"(24.0, 24.0, 2.8, 11.0)",24.0 mm f/2.8,0
Waterville Brown Tail 2022-4166.jpg,44.583328861666665,-69.660370695,2,232,Hasselblad,L2D-20c,Adobe Photoshop Lightroom Classic 12.0.1 (Macintosh),2022:12:22 10:03:16,300.0,300.0,b'0231',6.906891,2.970854,2022:12:13 11:37:41,2022:12:13 11:37:41,1.3,2.97,0.0,1,1,0,12.29,1,1.0,24,0,-05:00,0,0,0,b'\x03',0.008333333333333333,2.8,b'\x01',2,0,100,0,2,0,493OJ7F7AA01XT,"(24.0, 24.0, 2.8, 11.0)",24.0 mm f/2.8,0
Waterville Brown Tail 2022-302.jpg,44.579618055,-69.654660555,2,232,Hasselblad,L2D-20c,Adobe Photoshop Lightroom Classic 12.0.1 (Macintosh),2022:12:22 08:22:43,300.0,300.0,b'0231',8.643856,2.970854,2022:12:13 08:48:16,2022:12:13 08:48:16,-0.7,2.97,0.0,1,1,0,12.29,1,1.0,24,0,-05:00,0,0,0,b'\x03',0.0025,2.8,b'\x01',2,0,110,0,2,0,493OJ7F7AA01XT,"(24.0, 24.0, 2.8, 11.0)",24.0 mm f/2.8,0
Waterville Brown Tail 2022-2503.jpg,44.574273833333336,-69.65264547166667,2,232,Hasselblad,L2D-20c,Adobe Photoshop Lightroom Classic 12.0.1 (Macintosh),2022:12:22 09:19:19,300.0,300.0,b'0231',7.643856,2.970854,2022:12:13 10:02:26,2022:12:13 10:02:26,0.7,2.97,0.0,1,1,0,12.29,1,1.0,24,0,-05:00,0,0,0,b'\x03',0.005,2.8,b'\x01',2,0,130,0,2,0,493OJ7F7AA01XT,"(24.0, 24.0, 2.8, 11.0)",24.0 mm f/2.8,0
Waterville Brown Tail 2022-316.jpg,44.579511945,-69.65461066666667,2,232,Hasselblad,L2D-20c,Adobe Photoshop Lightroom Classic 12.0.1 (Macintosh),2022:12:22 08:23:02,300.0,300.0,b'0231',7.321928,2.970854,2022:12:13 08:48:37,2022:12:13 08:48:37,0.0,2.97,0.0,1,10,0,12.29,1,1.0,24,0,-05:00,0,0,0,b'\x03',0.00625,2.8,b'\x01',2,0,100,0,2,0,493OJ7F7AA01XT,"(24.0, 24.0, 2.8, 11.0)",24.0 mm f/2.8,0
Waterville Brown Tail 2022-4172.jpg,44.583180111666664,-69.660367945,2,232,Hasselblad,L2D-20c,Adobe Photoshop Lightroom Classic 12.0.1 (Macintosh),2022:12:22 10:03:25,300.0,300.0,b'0231',8.321928,2.970854,2022:12:13 11:38:04,2022:12:13 11:38:04,0.0,2.97,0.0,1,1,0,12.29,1,1.0,24,0,-05:00,0,0,0,b'\x03',0.003125,2.8,b'\x01',2,0,110,0,2,0,493OJ7F7AA01XT,"(24.0, 24.0, 2.8, 11.0)",24.0 mm f/2.8,0
Waterville Brown Tail 2022-4614.jpg,44.56487013833333,-69.64849141666667,2,232,Hasselblad,L2D-20c,Adobe Photoshop Lightroom Classic 12.0.1 (Macintosh),2022:12:22 10:14:29,300.0,300.0,b'0231',7.643856,2.970854,2022:12:13 12:22:42,2022:12:13 12:22:42,0.7,2.97,0.0,1,1,0,12.29,1,1.0,24,0,-05:00,0,0,0,b'\x03',0.005,2.8,b'\x01',2,0,100,0,2,0,493OJ7F7AA01XT,"(24.0, 24.0, 2.8, 11.0)",24.0 mm f/2.8,0
Waterville Brown Tail 2022-470.jpg,44.57835858333333,-69.65394338833333,2,232,Hasselblad,L2D-20c,Adobe Photoshop Lightroom Classic 12.0.1 (Macintosh),2022:12:22 08:26:34,300.0,300.0,b'0231',6.321928,2.970854,2022:12:13 08:53:28,2022:12:13 08:53:28,1.3,2.97,0.0,1,1,0,12.29,1,1.0,24,0,-05:00,0,0,0,b'\x03',0.0125,2.8,b'\x01',2,0,100,0,2,0,493OJ7F7AA01XT,"(24.0, 24.0, 2.8, 11.0)",24.0 mm f/2.8,0
Waterville Brown Tail 2022-2265.jpg,44.57606886166667,-69.653278805,2,232,Hasselblad,L2D-20c,Adobe Photoshop Lightroom Classic 12.0.1 (Macintosh),2022:12:22 09:13:31,300.0,300.0,b'0231',7.321928,2.970854,2022:12:13 09:56:08,2022:12:13 09:56:08,1.3,2.97,0.0,1,1,0,12.29,1,1.0,24,0,-05:00,0,0,0,b'\x03',0.00625,2.8,b'\x01',2,0,110,0,2,0,493OJ7F7AA01XT,"(24.0, 24.0, 2.8, 11.0)",24.0 mm f/2.8,0
Waterville Brown Tail 2022-458.jpg,44.57845947166667,-69.65400963833333,2,232,Hasselblad,L2D-20c,Adobe Photoshop Lightroom Classic 12.0.1 (Macintosh),2022:12:22 08:26:18,300.0,300.0,b'0231',6.906891,2.970854,2022:12:13 08:53:16,2022:12:13 08:53:16,0.7,2.97,0.0,1,1,0,12.29,1,1.0,24,0,-05:00,0,0,0,b'\x03',0.008333333333333333,2.8,b'\x01',2,0,100,0,2,0,493OJ7F7AA01XT,"(24.0, 24.0, 2.8, 11.0)",24.0 mm f/2.8,0
Waterville Brown Tail 2022-3153.jpg,44.576013805,-69.653602305,2,232,Hasselblad,L2D-20c,Adobe Photoshop Lightroom Classic 12.0.1 (Macintosh),2022:12:22 09:38:26,300.0,300.0,b'0231',9.321928,2.970854,2022:12:13 10:31:22,2022:12:13 10:31:22,-0.7,2.97,0.0,1,1,0,12.29,1,1.0,24,0,-05:00,0,0,0,b'\x03',0.0015625,2.8,b'\x01',2,0,110,0,2,0,493OJ7F7AA01XT,"(24.0, 24.0, 2.8, 11.0)",24.0 mm f/2.8,0
Waterville Brown Tail 2022-1744.jpg,44.57945461166667,-69.654908195,2,232,Hasselblad,L2D-20c,Adobe Photoshop Lightroom Classic 12.0.1 (Macintosh),2022:12:22 09:00:22,300.0,300.0,b'0231',8.965784,2.970854,2022:12:13 09:29:23,2022:12:13 09:29:23,-1.3,2.97,0.0,1,1,0,12.29,1,1.0,24,0,-05:00,0,0,0,b'\x03',0.002,2.8,b'\x01',2,0,100,0,2,0,493OJ7F7AA01XT,"(24.0, 24.0, 2.8, 11.0)",24.0 mm f/2.8,0
Waterville Brown Tail 2022-1022.jpg,44.573718666666664,-69.65179397166666,2,232,Hasselblad,L2D-20c,Adobe Photoshop Lightroom Classic 12.0.1 (Macintosh),2022:12:22 08:42:41,300.0,300.0,b'0231',8.321928,2.970854,2022:12:13 09:11:51,2022:12:13 09:11:51,-0.7,2.97,0.0,1,1,0,12.29,1,1.0,24,0,-05:00,0,0,0,b'\x03',0.003125,2.8,b'\x01',2,0,100,0,2,0,493OJ7F7AA01XT,"(24.0, 24.0, 2.8, 11.0)",24.0 mm f/2.8,0
Waterville Brown Tail 2022-3635.jpg,44.582232695,-69.65598241666666,2,232,Hasselblad,L2D-20c,Adobe Photoshop Lightroom Classic 12.0.1 (Macintosh),2022:12:22 09:50:15,300.0,300.0,b'0231',9.965784,2.970854,2022:12:13 11:13:44,2022:12:13 11:13:44,-1.3,2.97,0.0,1,2,0,12.29,1,1.0,24,0,-05:00,0,0,0,b'\x03',0.001,2.8,b'\x01',2,0,100,0,2,0,493OJ7F7AA01XT,"(24.0, 24.0, 2.8, 11.0)",24.0 mm f/2.8,0
Waterville Brown Tail 2022-3621.jpg,44.58171708333333,-69.65580866666667,2,232,Hasselblad,L2D-20c,Adobe Photoshop Lightroom Classic 12.0.1 (Macintosh),2022:12:22 09:49:56,300.0,300.0,b'0231',6.906891,2.970854,2022:12:13 11:12:53,2022:12:13 11:12:53,1.3,2.97,0.0,1,1,0,12.29,1,1.0,24,0,-05:00,0,0,0,b'\x03',0.008333333333333333,2.8,b'\x01',2,0,100,0,2,0,493OJ7F7AA01XT,"(24.0, 24.0, 2.8, 11.0)",24.0 mm f/2.8,0
Waterville Brown Tail 2022-1036.jpg,44.5735225,-69.651752945,2,232,Hasselblad,L2D-20c,Adobe Photoshop Lightroom Classic 12.0.1 (Macintosh),2022:12:22 08:43:01,300.0,300.0,b'0231',7.643856,2.970854,2022:12:13 09:12:06,2022:12:13 09:12:06,0.0,2.97,0.0,1,1,0,12.29,1,1.0,24,0,-05:00,0,0,0,b'\x03',0.005,2.8,b'\x01',2,0,100,0,2,0,493OJ7F7AA01XT,"(24.0, 24.0, 2.8, 11.0)",24.0 mm f/2.8,0
Waterville Brown Tail 2022-1750.jpg,44.57950341666667,-69.654923055,2,232,Hasselblad,L2D-20c,Adobe Photoshop Lightroom Classic 12.0.1 (Macintosh),2022:12:22 09:00:31,300.0,300.0,b'0231',6.321928,2.970854,2022:12:13 09:29:29,2022:12:13 09:29:29,1.3,2.97,0.0,1,1,0,12.29,1,1.0,24,0,-05:00,0,0,0,b'\x03',0.0125,2.8,b'\x01',2,0,100,0,2,0,493OJ7F7AA01XT,"(24.0, 24.0, 2.8, 11.0)",24.0 mm f/2.8,0
Waterville Brown Tail 2022-1988.jpg,44.579199583333335,-69.65495363833334,2,232,Hasselblad,L2D-20c,Adobe Photoshop Lightroom Classic 12.0.1 (Macintosh),2022:12:22 09:06:31,300.0,300.0,b'0231',7.643856,2.970854,2022:12:13 09:47:27,2022:12:13 09:47:27,0.7,2.97,0.0,1,1,0,12.29,1,1.0,24,0,-05:00,0,0,0,b'\x03',0.005,2.8,b'\x01',2,0,120,0,2,0,493OJ7F7AA01XT,"(24.0, 24.0, 2.8, 11.0)",24.0 mm f/2.8,0
Waterville Brown Tail 2022-4628.jpg,44.564697195,-69.64850041666666,2,232,Hasselblad,L2D-20c,Adobe Photoshop Lightroom Classic 12.0.1 (Macintosh),2022:12:22 10:14:51,300.0,300.0,b'0231',8.965784,2.970854,2022:12:13 12:23:03,2022:12:13 12:23:03,-0.7,2.97,0.0,1,1,0,12.29,1,1.0,24,0,-05:00,0,0,0,b'\x03',0.002,2.8,b'\x01',2,0,100,0,2,0,493OJ7F7AA01XT,"(24.0, 24.0, 2.8, 11.0)",24.0 mm f/2.8,0
Waterville Brown Tail 2022-3147.jpg,44.57598975,-69.653508305,2,232,Hasselblad,L2D-20c,Adobe Photoshop Lightroom Classic 12.0.1 (Macintosh),2022:12:22 09:38:18,300.0,300.0,b'0231',8.643856,2.970854,2022:12:13 10:31:16,2022:12:13 10:31:16,0.0,2.97,0.0,1,1,0,12.29,1,1.0,24,0,-05:00,0,0,0,b'\x03',0.0025,2.8,b'\x01',2,0,130,0,2,0,493OJ7F7AA01XT,"(24.0, 24.0, 2.8, 11.0)",24.0 mm f/2.8,0
Waterville Brown Tail 2022-2259.jpg,44.57612672166667,-69.65328377833333,2,232,Hasselblad,L2D-20c,Adobe Photoshop Lightroom Classic 12.0.1 (Macintosh),2022:12:22 09:13:22,300.0,300.0,b'0231',9.643856,2.970854,2022:12:13 09:56:03,2022:12:13 09:56:03,-1.3,2.97,0.0,1,1,0,12.29,1,1.0,24,0,-05:00,0,0,0,b'\x03',0.00125,2.8,b'\x01',2,0,100,0,2,0,493OJ7F7AA01XT,"(24.0, 24.0, 2.8, 11.0)",24.0 mm f/2.8,0
Waterville Brown Tail 2022-869.jpg,44.575229,-69.652188,2,232,Hasselblad,L2D-20c,Adobe Photoshop Lightroom Classic 12.0.1 (Macintosh),2022:12:22 08:35:54,300.0,300.0,b'0231',8.965784,2.970854,2022:12:13 09:03:33,2022:12:13 09:03:33,-1.3,2.97,0.0,1,1,0,12.29,1,1.0,24,0,-05:00,0,0,0,b'\x03',0.002,2.8,b'\x01',2,0,110,0,2,0,493OJ7F7AA01XT,"(24.0, 24.0, 2.8, 11.0)",24.0 mm f/2.8,0
Waterville Brown Tail 2022-2932.jpg,44.574120111666666,-69.65359658333334,2,232,Hasselblad,L2D-20c,Adobe Photoshop Lightroom Classic 12.0.1 (Macintosh),2022:12:22 09:29:46,300.0,300.0,b'0231',8.321928,2.970854,2022:12:13 10:26:07,2022:12:13 10:26:07,-0.7,2.97,0.0,1,10,0,12.29,1,1.0,24,0,-05:00,0,0,0,b'\x03',0.003125,2.8,b'\x01',2,0,130,0,2,0,493OJ7F7AA01XT,"(24.0, 24.0, 2.8, 11.0)",24.0 mm f/2.8,0
Waterville Brown Tail 2022-3392.jpg,44.578793471666664,-69.655017555,2,232,Hasselblad,L2D-20c,Adobe Photoshop Lightroom Classic 12.0.1 (Macintosh),2022:12:22 09:44:14,300.0,300.0,b'0231',7.906891,2.970854,2022:12:13 10:36:30,2022:12:13 10:36:30,0.0,2.97,0.0,1,1,0,12.29,1,1.0,24,0,-05:00,0,0,0,b'\x03',0.004166666666666667,2.8,b'\x01',2,0,100,0,2,0,493OJ7F7AA01XT,"(24.0, 24.0, 2.8, 11.0)",24.0 mm f/2.8,0
Waterville Brown Tail 2022-699.jpg,44.576537055,-69.65273538833334,2,232,Hasselblad,L2D-20c,Adobe Photoshop Lightroom Classic 12.0.1 (Macintosh),2022:12:22 08:31:54,300.0,300.0,b'0231',8.643856,2.970854,2022:12:13 08:58:55,2022:12:13 08:58:55,-1.3,2.97,0.0,1,10,0,12.29,1,1.0,24,0,-05:00,0,0,0,b'\x03',0.0025,2.8,b'\x01',2,0,110,0,2,0,493OJ7F7AA01XT,"(24.0, 24.0, 2.8, 11.0)",24.0 mm f/2.8,0
Waterville Brown Tail 2022-841.jpg,44.57543536166666,-69.65225358333333,2,232,Hasselblad,L2D-20c,Adobe Photoshop Lightroom Classic 12.0.1 (Macintosh),2022:12:22 08:35:15,300.0,300.0,b'0231',7.906891,2.970854,2022:12:13 09:03:02,2022:12:13 09:03:02,0.0,2.97,0.0,1,1,0,12.29,1,1.0,24,0,-05:00,0,0,0,b'\x03',0.004166666666666667,2.8,b'\x01',2,0,100,0,2,0,493OJ7F7AA01XT,"(24.0, 24.0, 2.8, 11.0)",24.0 mm f/2.8,0
Waterville Brown Tail 2022-1585.jpg,44.577956195,-69.65392933333334,2,232,Hasselblad,L2D-20c,Adobe Photoshop Lightroom Classic 12.0.1 (Macintosh),2022:12:22 08:56:23,300.0,300.0,b'0231',6.643856,2.970854,2022:12:13 09:25:52,2022:12:13 09:25:52,1.3,2.97,0.0,1,1,0,12.29,1,1.0,24,0,-05:00,0,0,0,b'\x03',0.01,2.8,b'\x01',2,0,100,0,2,0,493OJ7F7AA01XT,"(24.0, 24.0, 2.8, 11.0)",24.0 mm f/2.8,0
Waterville Brown Tail 2022-1591.jpg,44.57798888833333,-69.65399636166667,2,232,Hasselblad,L2D-20c,Adobe Photoshop Lightroom Classic 12.0.1 (Macintosh),2022:12:22 08:56:32,300.0,300.0,b'0231',7.906891,2.970854,2022:12:13 09:26:01,2022:12:13 09:26:01,0.0,2.97,0.0,1,1,0,12.29,1,1.0,24,0,-05:00,0,0,0,b'\x03',0.004166666666666667,2.8,b'\x01',2,0,110,0,2,0,493OJ7F7AA01XT,"(24.0, 24.0, 2.8, 11.0)",24.0 mm f/2.8,0
Waterville Brown Tail 2022-3386.jpg,44.57866625,-69.654930805,2,232,Hasselblad,L2D-20c,Adobe Photoshop Lightroom Classic 12.0.1 (Macintosh),2022:12:22 09:44:07,300.0,300.0,b'0231',7.321928,2.970854,2022:12:13 10:36:20,2022:12:13 10:36:20,1.3,2.97,0.0,1,1,0,12.29,1,1.0,24,0,-05:00,0,0,0,b'\x03',0.00625,2.8,b'\x01',2,0,110,0,2,0,493OJ7F7AA01XT,"(24.0, 24.0, 2.8, 11.0)",24.0 mm f/2.8,0
Waterville Brown Tail 2022-2098.jpg,44.57791072166667,-69.65406947166667,2,232,Hasselblad,L2D-20c,Adobe Photoshop Lightroom Classic 12.0.1 (Macintosh),2022:12:22 09:09:19,300.0,300.0,b'0231',6.906891,2.970854,2022:12:13 09:50:09,2022:12:13 09:50:09,0.7,2.97,0.0,1,1,0,12.29,1,1.0,24,0,-05:00,0,0,0,b'\x03',0.008333333333333333,2.8,b'\x01',2,0,110,0,2,0,493OJ7F7AA01XT,"(24.0, 24.0, 2.8, 11.0)",24.0 mm f/2.8,0
Waterville Brown Tail 2022-855.jpg,44.575355638333335,-69.65220788833334,2,232,Hasselblad,L2D-20c,Adobe Photoshop Lightroom Classic 12.0.1 (Macintosh),2022:12:22 08:35:34,300.0,300.0,b'0231',6.643856,2.970854,2022:12:13 09:03:16,2022:12:13 09:03:16,1.3,2.97,0.0,1,1,0,12.29,1,1.0,24,0,-05:00,0,0,0,b'\x03',0.01,2.8,b'\x01',2,0,110,0,2,0,493OJ7F7AA01XT,"(24.0, 24.0, 2.8, 11.0)",24.0 mm f/2.8,0
Waterville Brown Tail 2022-2926.jpg,44.57406561166667,-69.65354436166666,2,232,Hasselblad,L2D-20c,Adobe Photoshop Lightroom Classic 12.0.1 (Macintosh),2022:12:22 09:29:37,300.0,300.0,b'0231',7.643856,2.970854,2022:12:13 10:26:01,2022:12:13 10:26:01,0.0,2.97,0.0,1,10,0,12.29,1,1.0,24,0,-05:00,0,0,0,b'\x03',0.005,2.8,b'\x01',2,0,130,0,2,0,493OJ7F7AA01XT,"(24.0, 24.0, 2.8, 11.0)",24.0 mm f/2.8,0
Waterville Brown Tail 2022-100.jpg,44.581045638333336,-69.65539186166667,2,232,Hasselblad,L2D-20c,Adobe Photoshop Lightroom Classic 12.0.1 (Macintosh),2022:12:22 08:18:03,300.0,300.0,b'0231',5.643856,2.970854,2022:12:13 08:40:10,2022:12:13 08:40:10,1.3,2.97,0.0,1,10,0,12.29,1,1.0,24,0,-05:00,0,0,0,b'\x03',0.02,2.8,b'\x01',2,0,100,0,2,0,493OJ7F7AA01XT,"(24.0, 24.0, 2.8, 11.0)",24.0 mm f/2.8,0
Waterville Brown Tail 2022-4364.jpg,44.564151583333334,-69.648012,2,232,Hasselblad,L2D-20c,Adobe Photoshop Lightroom Classic 12.0.1 (Macintosh),2022:12:22 10:08:20,300.0,300.0,b'0231',7.321928,2.970854,2022:12:13 12:11:40,2022:12:13 12:11:40,0.7,2.97,0.0,1,1,0,12.29,1,1.0,24,0,-05:00,0,0,0,b'\x03',0.00625,2.8,b'\x01',2,0,100,0,2,0,493OJ7F7AA01XT,"(24.0, 24.0, 2.8, 11.0)",24.0 mm f/2.8,0
